"opportunityId","clusterId","recommendedPageTitle","recommendedSlug","primaryKeyword","supportingKeywordCount","supportingKeywords","pageType","intent","overlap_route","overlap_sourceFile","overlap_matchedTokens","overlap_baseTokenCount","overlap_overlapRatio","score","sb_serviceFitHint","sb_buyerIntentHint","sb_localIntentHint","sb_clusterDepth","sb_modifierStrength","sb_existingOverlapPenalty","sb_dataCompleteness","rationale","recommendedNextAction"
"o-084","c-1416","Wendy S Employee Handbook","wendy-s-employee-handbook","wendy's employee handbook","2","wendy's employee handbook 2020 | wendy's employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-088","c-221","Fry S Employee Handbook","fry-s-employee-handbook-2022","fry's employee handbook 2022","2","fry's employee handbook | fry's employee handbook 2021","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-089","c-398","Amr Employee Handbook","amr-employee-handbook","amr employee handbook","2","amr employee handbook 2021 | amr employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-090","c-557","Citibank Employee Handbook","citibank-employee-handbook","citibank employee handbook","2","citibank employee handbook 2020 | citibank employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-091","c-627","Dillard S Employee Handbook","dillard-s-employee-handbook","dillard's employee handbook","2","dillard's employee handbook 2021 | dillard's employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-092","c-650","Dunkin Donuts Employee Handbook","dunkin-donuts-employee-handbook","dunkin donuts employee handbook","2","dunkin donuts employee handbook 2021 | dunkin donuts employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-093","c-728","Fedex Freight Employee Handbook","fedex-freight-employee-handbook","fedex freight employee handbook","2","fedex freight employee handbook 2020 | fedex freight employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-094","c-751","Forever Employee Handbook","forever-21-employee-handbook","forever 21 employee handbook","2","forever 21 employee handbook 2021 | forever 21 employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-095","c-782","Giant Eagle Employee Handbook","giant-eagle-employee-handbook","giant eagle employee handbook","2","giant eagle employee handbook 2021 | giant eagle employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-096","c-911","Landry S Employee Handbook","landry-s-employee-handbook","landry's employee handbook","2","landry's employee handbook 2021 | landry's employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-097","c-1087","Papa John S Employee Handbook","papa-john-s-employee-handbook","papa john's employee handbook","2","papa john's employee handbook 2021 | papa john's employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-098","c-1386","Usaa Employee Handbook","usaa-employee-handbook","usaa employee handbook","2","usaa employee handbook 2020 | usaa employee handbook 2021","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=3, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-103","c-061","Shrm Employee Handbook","shrm-employee-handbook","shrm employee handbook","1","employee handbook shrm","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-104","c-068","Create Employee Handbook Online","create-employee-handbook-online","create employee handbook online","1","create an employee handbook online","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-107","c-082","Employee Handbook Table Contents","employee-handbook-table-of-contents","employee handbook table of contents","1","table of contents employee handbook","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-109","c-129","Remote Work Employee Handbook","remote-work-employee-handbook","remote work employee handbook","1","employee handbook remote work","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-111","c-206","Health Safety Employee Handbook","health-and-safety-employee-handbook","health and safety employee handbook","1","employee handbook health and safety","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-113","c-281","American Eagle Employee Handbook","american-eagle-employee-handbook-2022","american eagle employee handbook 2022","1","american eagle employee handbook 2021","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-116","c-328","Netflix Employee Handbook","netflix-employee-handbook","netflix employee handbook","1","employee handbook netflix","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-117","c-355","Ace Hardware Employee Handbook","ace-hardware-employee-handbook","ace hardware employee handbook","1","ace hardware employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-118","c-366","Advance Auto Parts Employee Handbook","advance-auto-parts-employee-handbook","advance auto parts employee handbook","1","advance auto parts employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-119","c-369","Adventist Health Employee Handbook","adventist-health-employee-handbook","adventist health employee handbook","1","adventist health employee handbook 2020","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-121","c-491","Burlington Employee Handbook","burlington-employee-handbook","burlington employee handbook","1","burlington employee handbook 2022","pillar","general","","","","","","6","3","0","0","1","0","0","2","Priority heuristic 6. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
